description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Nagelring - Temper C18	1			100	18	402	3		2	D07	C17						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	allskills			-3	-3																																																																					0
Nagelring - Temper C19	1			100	18	402	3		2	D07	C18						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	half-freeze			1	1	splash-sweeping		712	100	1	nofreeze			1	1																																																											0
Nagelring - Temper C20	1			100	18	402	3		2	D07	C19						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	ac%			100	100	ac			100	200	abs-cold%			5	10																																																											0
Nagelring - Temper C21	1			100	18	402	3		2	D07	C20						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	res-all-max			5	10	gethit-skill		177	10	11	red-mag			20	30																																																											0
Nagelring - Temper C22	1			100	18	402	3		2	D07	C21						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	regen			15	30	freeze			3	3	ac			100	200																																																											0
Nagelring - Temper C23	1			100	18	402	3		2	D07	C22						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	dualsteal			10	15	red-combo			10	20	freeze			3	3																																																											0
Nagelring - Temper C24	1			100	18	402	3		2	D07	C23						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	ac%			100	100	res-cold			10	15	hp			15	25																																																											0
Nagelring - Temper C25	1			100	18	402	3		2	D07	C24						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	bone_armor			35	50	red-dmg			10	15	move			20	20																																																											0
Nagelring - Temper C26	1			100	18	402	3		2	D07	C25						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	allskills			-3	-3																																																																					0
Nagelring - Temper C27	1			100	18	402	3		2	D07	C26						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	dmg			50	100	cast/enr		4			extra-pois			10	20																																																											0
Nagelring - Temper C28	1			100	18	402	3		2	D07	C27						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	allskills			-3	-3																																																																					0
Nagelring - Temper C29	1			100	18	402	3		2	D07	C28						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	att%			100	200	dmg-elem			50	100	lightskill			1	1																																																											0
Nagelring - Temper C30	1			100	18	402	3		2	D07	C29						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	dmg%			100	150	pierce-immunity-magic			10	15	att			100	200																																																											0
Nagelring - Temper C31	1			100	18	402	3		2	D07	C30						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	red-mag			10	15	res-ltng			10	15	ac			50	100																																																											0
Nagelring - Temper C32	1			100	18	402	3		2	D07	C31						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	move			30	40	dualsteal			3	5	mana			15	25																																																											0
Nagelring - Temper C33	1			100	18	402	3		2	D07	C32						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	mana			15	25	red-mag			10	15	dual%			3	5																																																											0
Nagelring - Temper C34	1			100	18	402	3		2	D07	C33						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	balance			10	20	red-mag			10	15	hp			15	25																																																											0
Nagelring - Temper C35	1			100	18	402	3		2	D07	C34						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	res-fire			10	15	dualsteal			3	5	hp%			5	10																																																											0
Nagelring - Temper C36	1			100	18	402	3		2	D07	C35						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	extra-fire			20	30	deadly/dex		4			ravendmg			75	150																																																											0
Nagelring - Temper C37	1			100	18	402	3		2	D07	C36						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	dmg-mag			50	75	ravendmg			75	150	bone-syn			15	30																																																											0
Nagelring - Temper C38	1			100	18	402	3		2	D07	C37						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	extra-ltng			20	30	extra-cold			10	20	pierce-immunity-cold			15	20																																																											0
																																																																																																								0
Temper Begin - Griffon's Eye	1			100	18	402	0		2	Griffon's Eye	y67						"D08,mod",tmp	99			demontemper			1	3	relic_track			1	1																																																																										0
Griffon's Eye - Temper A1	1			100	18	402	1		2	D08	C00						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	cdr			10	20																																																																					0
Griffon's Eye - Temper A2	1			100	18	402	1		2	D08	C01						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	sum-speed			15	25																																																																					0
Griffon's Eye - Temper A3	1			100	18	402	1		2	D08	C02						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	dex-combo			10	10																																																																					0
Griffon's Eye - Temper A4	1			100	18	402	1		2	D08	C03						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	all-stats			5	10																																																																					0
Griffon's Eye - Temper A5	1			100	18	402	1		2	D08	C04						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	skilltab		2	3	3																																																																					0
Griffon's Eye - Temper A6	1			100	18	402	1		2	D08	C05						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ease			-25	-25																																																																					0
Griffon's Eye - Temper A7	1			100	18	402	1		2	D08	C06						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	addxp			5	10																																																																					0
Griffon's Eye - Temper A8	1			100	18	402	1		2	D08	C07						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	allskills			-3	-3																																																																					0
Griffon's Eye - Temper A9	1			100	18	402	1		2	D08	C08						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	half-freeze			1	1																																																																					0
Griffon's Eye - Temper A10	1			100	18	402	1		2	D08	C09						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	incant-dur			15	15																																																																					0
Griffon's Eye - Temper A11	1			100	18	402	1		2	D08	C10						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ease			-25	-25																																																																					0
Griffon's Eye - Temper A12	1			100	18	402	1		2	D08	C11						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ease			-25	-25																																																																					0
Griffon's Eye - Temper A13	1			100	18	402	1		2	D08	C12						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	sum-speed			15	25																																																																					0
Griffon's Eye - Temper A14	1			100	18	402	1		2	D08	C13						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	incant-dur			15	15																																																																					0
Griffon's Eye - Temper A15	1			100	18	402	1		2	D08	C14						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	sum-hp			15	25																																																																					0
Griffon's Eye - Temper A16	1			100	18	402	1		2	D08	C15						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	skilltab		9	1	1																																																																					0
Griffon's Eye - Temper A17	1			100	18	402	1		2	D08	C16						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	half-freeze			1	1	all-statsg%			10	10																																																																0
Griffon's Eye - Temper A18	1			100	18	402	1		2	D08	C17						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ass			2	3	splash-piercing		713	100	1																																																																0
Griffon's Eye - Temper A19	1			100	18	402	1		2	D08	C18						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ease			-25	-25																																																																					0
Griffon's Eye - Temper A20	1			100	18	402	1		2	D08	C19						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	fire-thorns			30	30																																																																					0
Griffon's Eye - Temper A21	1			100	18	402	1		2	D08	C20						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	move			20	20																																																																					0
Griffon's Eye - Temper A22	1			100	18	402	1		2	D08	C21						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	dual%			10	15																																																																					0
Griffon's Eye - Temper A23	1			100	18	402	1		2	D08	C22						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	balance			10	20																																																																					0
Griffon's Eye - Temper A24	1			100	18	402	1		2	D08	C23						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	allskills			-3	-3																																																																					0
Griffon's Eye - Temper A25	1			100	18	402	1		2	D08	C24						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ac%			100	100																																																																					0
Griffon's Eye - Temper A26	1			100	18	402	1		2	D08	C25						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	swing			10	20																																																																					0
Griffon's Eye - Temper A27	1			100	18	402	1		2	D08	C26						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	kill-skill		257	10	17																																																																					0
Griffon's Eye - Temper A28	1			100	18	402	1		2	D08	C27						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	cast			10	20																																																																					0
Griffon's Eye - Temper A29	1			100	18	402	1		2	D08	C28						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	extra-cold			10	20																																																																					0
Griffon's Eye - Temper A30	1			100	18	402	1		2	D08	C29						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	extra-cold			20	30																																																																					0
Griffon's Eye - Temper A31	1			100	18	402	1		2	D08	C30						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	hp			15	25																																																																					0
Griffon's Eye - Temper A32	1			100	18	402	1		2	D08	C31						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	res-ltng			10	15																																																																					0
Griffon's Eye - Temper A33	1			100	18	402	1		2	D08	C32						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	hp			15	25																																																																					0
Griffon's Eye - Temper A34	1			100	18	402	1		2	D08	C33						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	allskills			-3	-3																																																																					0
Griffon's Eye - Temper A35	1			100	18	402	1		2	D08	C34						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ac%			100	100																																																																					0
Griffon's Eye - Temper A36	1			100	18	402	1		2	D08	C35						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	extra-fire			20	30																																																																					0
Griffon's Eye - Temper A37	1			100	18	402	1		2	D08	C36						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	magskill			1	1																																																																					0
Griffon's Eye - Temper A38	1			100	18	402	1		2	D08	C37						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	pierce-cold			10	20	all-statsg%			10	10																																																																0
Griffon's Eye - Temper B1	1			100	18	402	2		2	D08	C00						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	cdr			10	20																																																																					0
Griffon's Eye - Temper B2	1			100	18	402	2		2	D08	C01						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	splash-piercing		713	100	1																																																																					0
Griffon's Eye - Temper B3	1			100	18	402	2		2	D08	C02						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	ext-att			2	4																																																																					0
Griffon's Eye - Temper B4	1			100	18	402	2		2	D08	C03						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	gold%			25	50																																																																					0
Griffon's Eye - Temper B5	1			100	18	402	2		2	D08	C04						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	buff-length			10	20																																																																					0
Griffon's Eye - Temper B6	1			100	18	402	2		2	D08	C05						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	addxp			5	10																																																																					0
Griffon's Eye - Temper B7	1			100	18	402	2		2	D08	C06						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	Weight-Capacity			3	5																																																																					0
Griffon's Eye - Temper B8	1			100	18	402	2		2	D08	C07						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	sum-dmg			15	25																																																																					0
Griffon's Eye - Temper B9	1			100	18	402	2		2	D08	C08						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	cdr			10	20																																																																					0
Griffon's Eye - Temper B10	1			100	18	402	2		2	D08	C09						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	sum-speed			15	25																																																																					0
Griffon's Eye - Temper B11	1			100	18	402	2		2	D08	C10						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	nofreeze			1	1																																																																					0
Griffon's Eye - Temper B12	1			100	18	402	2		2	D08	C11						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	splash-piercing		713	100	1	allskills			3	3																																																																0
Griffon's Eye - Temper B13	1			100	18	402	2		2	D08	C12						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	all-stats			5	10	all-statsg%			10	10																																																																0
Griffon's Eye - Temper B14	1			100	18	402	2		2	D08	C13						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	Weight-Capacity			5	8	ext-missile			2	4																																																																0
Griffon's Eye - Temper B15	1			100	18	402	2		2	D08	C14						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	allskills			-3	-3																																																																					0
Griffon's Eye - Temper B16	1			100	18	402	2		2	D08	C15						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	cdr			10	20																																																																					0
Griffon's Eye - Temper B17	1			100	18	402	2		2	D08	C16						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	sum-hp			15	25																																																																					0
Griffon's Eye - Temper B18	1			100	18	402	2		2	D08	C17						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	incant-dur			15	15																																																																					0
Griffon's Eye - Temper B19	1			100	18	402	2		2	D08	C18						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	sum-speed			15	25	splash-sweeping		712	100	1																																																																0
Griffon's Eye - Temper B20	1			100	18	402	2		2	D08	C19						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	res-cold			10	15																																																																					0
Griffon's Eye - Temper B21	1			100	18	402	2		2	D08	C20						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	thorns			1	1																																																																					0
Griffon's Eye - Temper B22	1			100	18	402	2		2	D08	C21						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	allskills			-3	-3																																																																					0
Griffon's Eye - Temper B23	1			100	18	402	2		2	D08	C22						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	mana			50	100																																																																					0
Griffon's Eye - Temper B24	1			100	18	402	2		2	D08	C23						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	fire-thorns			30	30																																																																					0
Griffon's Eye - Temper B25	1			100	18	402	2		2	D08	C24						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	ac			50	100	res-all			15	25																																																																0
Griffon's Eye - Temper B26	1			100	18	402	2		2	D08	C25						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	extra-cold			20	30																																																																					0
Griffon's Eye - Temper B27	1			100	18	402	2		2	D08	C26						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	cast			20	40																																																																					0
Griffon's Eye - Temper B28	1			100	18	402	2		2	D08	C27						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	fireskill			1	1																																																																					0
Griffon's Eye - Temper B29	1			100	18	402	2		2	D08	C28						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	deadly/dex		4																																																																							0
Griffon's Eye - Temper B30	1			100	18	402	2		2	D08	C29						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	allskills			-3	-3																																																																					0
Griffon's Eye - Temper B31	1			100	18	402	2		2	D08	C30						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	regen-mana			50	50																																																																					0
Griffon's Eye - Temper B32	1			100	18	402	2		2	D08	C31						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	res-ltng			10	15																																																																					0
Griffon's Eye - Temper B33	1			100	18	402	2		2	D08	C32						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	res-fire			10	15																																																																					0
Griffon's Eye - Temper B34	1			100	18	402	2		2	D08	C33						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	regen-mana			50	50																																																																					0
Griffon's Eye - Temper B35	1			100	18	402	2		2	D08	C34						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	dual%			3	5																																																																					0
Griffon's Eye - Temper B36	1			100	18	402	2		2	D08	C35						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	fireskill			1	1																																																																					0
Griffon's Eye - Temper B37	1			100	18	402	2		2	D08	C36						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	extra-cold			10	20																																																																					0
Griffon's Eye - Temper B38	1			100	18	402	2		2	D08	C37						useitem,tmp	99			relic_track			-2	-2	demontemper			-3	-3	pierce-pois			10	20																																																																					0
Griffon's Eye - Temper C1	1			100	18	402	3		2	D08	C00						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	sum-all			15	25																																																																					0
Griffon's Eye - Temper C2	1			100	18	402	3		2	D08	C01						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	ext-sum			2	4	sock			6	6	str-combo			10	10																																																											0
Griffon's Eye - Temper C3	1			100	18	402	3		2	D08	C02						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	sum-hp			15	25																																																																					0
Griffon's Eye - Temper C4	1			100	18	402	3		2	D08	C03						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	all-stats			5	10																																																																					0
Griffon's Eye - Temper C5	1			100	18	402	3		2	D08	C04						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	ext-missile			2	4																																																																					0
Griffon's Eye - Temper C6	1			100	18	402	3		2	D08	C05						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	half-freeze			1	1																																																																					0
Griffon's Eye - Temper C7	1			100	18	402	3		2	D08	C06						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	gold%			25	50	all-stats			15	20																																																																0
Griffon's Eye - Temper C8	1			100	18	402	3		2	D08	C07						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	allskills			-3	-3																																																																					0
Griffon's Eye - Temper C9	1			100	18	402	3		2	D08	C08						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	splash-cleaving		711	100	1																																																																					0
Griffon's Eye - Temper C10	1			100	18	402	3		2	D08	C09						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	cdr			10	20																																																																					0
Griffon's Eye - Temper C11	1			100	18	402	3		2	D08	C10						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	indestruct			1	1	ext-att			2	4																																																																0
Griffon's Eye - Temper C12	1			100	18	402	3		2	D08	C11						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	all-stats			15	20	Weight-Capacity			5	8	ext-att			2	4																																																											0
Griffon's Eye - Temper C13	1			100	18	402	3		2	D08	C12						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	sum-hp			15	25																																																																					0
Griffon's Eye - Temper C14	1			100	18	402	3		2	D08	C13						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	buff-length			10	20																																																																					0
Griffon's Eye - Temper C15	1			100	18	402	3		2	D08	C14						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	sum-dmg			15	25																																																																					0
Griffon's Eye - Temper C16	1			100	18	402	3		2	D08	C15						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	sum-dmg			15	25	Weight-Capacity			5	8																																																																0
Griffon's Eye - Temper C17	1			100	18	402	3		2	D08	C16						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	skilltab		5	1	1																																																																					0
Griffon's Eye - Temper C18	1			100	18	402	3		2	D08	C17						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	Weight-Capacity			3	5																																																																					0
Griffon's Eye - Temper C19	1			100	18	402	3		2	D08	C18						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	gold%			25	50	ethereal			1	1																																																																0
Griffon's Eye - Temper C20	1			100	18	402	3		2	D08	C19						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	regen			15	30																																																																					0
Griffon's Eye - Temper C21	1			100	18	402	3		2	D08	C20						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	res-fire			10	15	res-all			15	25																																																																0
Griffon's Eye - Temper C22	1			100	18	402	3		2	D08	C21						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	red-mag			10	15	dual%			10	15																																																																0
Griffon's Eye - Temper C23	1			100	18	402	3		2	D08	C22						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	cold-thorns			30	30	fire-thorns			30	30	red-dmg			20	30																																																											0
Griffon's Eye - Temper C24	1			100	18	402	3		2	D08	C23						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	res-fire			10	15	mana%			5	10																																																																0
Griffon's Eye - Temper C25	1			100	18	402	3		2	D08	C24						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	balance			10	20																																																																					0
Griffon's Eye - Temper C26	1			100	18	402	3		2	D08	C25						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	dmg-elem			50	100	extra-pois			10	20																																																																0
Griffon's Eye - Temper C27	1			100	18	402	3		2	D08	C26						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	extra-fire			10	20	coldskill			1	1																																																																0
Griffon's Eye - Temper C28	1			100	18	402	3		2	D08	C27						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	allskills			-3	-3																																																																					0
Griffon's Eye - Temper C29	1			100	18	402	3		2	D08	C28						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	deadly/dex		4			crush/str		2																																																																		0
Griffon's Eye - Temper C30	1			100	18	402	3		2	D08	C29						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	lightskill			1	1	dmg-elem			50	100																																																																0
Griffon's Eye - Temper C31	1			100	18	402	3		2	D08	C30						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	fire-thorns			30	30	res-cold			10	15																																																																0
Griffon's Eye - Temper C32	1			100	18	402	3		2	D08	C31						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	gethit-skill		177	10	14	ac%			50	50																																																																0
Griffon's Eye - Temper C33	1			100	18	402	3		2	D08	C32						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	red-dmg			10	15																																																																					0
Griffon's Eye - Temper C34	1			100	18	402	3		2	D08	C33						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	allskills			-3	-3																																																																					0
Griffon's Eye - Temper C35	1			100	18	402	3		2	D08	C34						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	balance			10	20	dual%			3	5																																																																0
Griffon's Eye - Temper C36	1			100	18	402	3		2	D08	C35						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	pierce-immunity-magic			10	15	extra-cold			10	20	dmg-mag			100	200																																																											0
Griffon's Eye - Temper C37	1			100	18	402	3		2	D08	C36						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	cast/enr		4			dmg			50	100	ignore-ac			1	1																																																											0
Griffon's Eye - Temper C38	1			100	18	402	3		2	D08	C37						useitem,tmp	99			relic_track			-2	-2	demontemper			-4	-4	extra-fire			10	20	pierce-cold			10	20																																																																0
																																																																																																								0
Temper Begin - Coif of Glory	1			100	18	402	0		2	Coif of Glory	y67						"D09,mod",tmp	99			demontemper			1	3	relic_track			1	1																																																																										0
Coif of Glory - Temper A1	1			100	18	402	1		2	D09	C00						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	nofreeze			1	1	Weight-Capacity			5	8	incant-rad			25	25																																																											0
Coif of Glory - Temper A2	1			100	18	402	1		2	D09	C01						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	sum-dmg			15	25																																																																					0
Coif of Glory - Temper A3	1			100	18	402	1		2	D09	C02						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	all-stats			5	10	str-combo			10	10	mag%			30	40																																																											0
Coif of Glory - Temper A4	1			100	18	402	1		2	D09	C03						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ext-sum			2	4																																																																					0
Coif of Glory - Temper A5	1			100	18	402	1		2	D09	C04						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	allskills			-3	-3																																																																					0
Coif of Glory - Temper A6	1			100	18	402	1		2	D09	C05						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	sum-dmg			15	25	aura		383	5	10	all-statsg%			10	10																																																											0
Coif of Glory - Temper A7	1			100	18	402	1		2	D09	C06						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	allskills			-3	-3																																																																					0
Coif of Glory - Temper A8	1			100	18	402	1		2	D09	C07						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	addxp			5	10	vit-combo			10	10																																																																0
Coif of Glory - Temper A9	1			100	18	402	1		2	D09	C08						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	sum-dmg			15	25	ext-att			2	4	splash-sweeping		712	100	1																																																											0
Coif of Glory - Temper A10	1			100	18	402	1		2	D09	C09						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ease			-25	-25																																																																					0
Coif of Glory - Temper A11	1			100	18	402	1		2	D09	C10						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	str-combo			10	10	aura		122	5	10																																																																0
Coif of Glory - Temper A12	1			100	18	402	1		2	D09	C11						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ethereal			1	1																																																																					0
Coif of Glory - Temper A13	1			100	18	402	1		2	D09	C12						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	sum-hp			15	25																																																																					0
Coif of Glory - Temper A14	1			100	18	402	1		2	D09	C13						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	allskills			-3	-3																																																																					0
Coif of Glory - Temper A15	1			100	18	402	1		2	D09	C14						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	Weight-Capacity			3	5																																																																					0
Coif of Glory - Temper A16	1			100	18	402	1		2	D09	C15						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	gold%			25	50																																																																					0
Coif of Glory - Temper A17	1			100	18	402	1		2	D09	C16						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ease			-25	-25																																																																					0
Coif of Glory - Temper A18	1			100	18	402	1		2	D09	C17						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	ext-missile			2	4																																																																					0
Coif of Glory - Temper A19	1			100	18	402	1		2	D09	C18						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	splash-sweeping		712	100	1																																																																					0
Coif of Glory - Temper A20	1			100	18	402	1		2	D09	C19						useitem,tmp	99			relic_track			-2	-2	demontemper			-2	-2	res-all-max			5	10																																																																					0
